GeneName,baseMean,log2FoldChange,lfcSE,stat,pvalue
CHLRE_08g368850v5,60.5930606947103,26.8637614660483,3.26060482857913,7.93219749886677,2.15301674447841e-15
CHLRE_12g487650v5,43.1960261471607,26.4109033002961,3.26164170589891,7.79083222241689,6.65692609494815e-15
CHLRE_03g199050v5,247.203246678909,11.0276272354019,1.63883121168876,6.11876754840956,9.43018465532248e-10
CHLRE_06g252750v5,278.15351455944,10.6860176144188,1.555929962274,6.225227259113,4.8085848025922e-10
CHLRE_17g742250v5,106.759366309687,10.3263184048776,2.20944034092834,4.22112253140039,2.43088747184364e-05
CHLRE_07g327950v5,72.2059875185681,9.65931233755876,1.79307675264917,4.82930377897382,1.37011252424021e-06
CHLRE_12g551352v5,243.859642782689,9.60473306138304,1.59011789213979,5.41138056738912,6.2540699800986e-08
CHLRE_12g551353v5,646.914315621854,9.34522411917269,1.25127231159592,6.66939086067432,2.56867316361482e-11
CHLRE_06g263200v5,86.436502401114,9.22134531318265,1.03659349799941,7.93111796383978,2.17181795548021e-15
CHLRE_09g388351v5,32.7502462952954,9.1188679896381,1.48014537378906,5.48518282961247,4.13042007040663e-08
CHLRE_06g252743v5,354.728020126491,8.89401244666822,1.43538619991052,5.49957387576967,3.80710176848663e-08
CHLRE_03g204500v5,167.442305297317,8.88533511706223,1.43241073959812,5.50493995826543,3.69294107478131e-08
CHLRE_14g629920v5,144.882972500241,8.82900164957834,1.33967284311329,5.84396533065818,5.09726408660286e-09
CHLRE_01g012650v5,27.7851351007096,8.81546308358448,1.32409032828183,5.90251504497129,3.58001458630019e-09
CHLRE_06g278093v5,15.9715357631028,8.63189008513552,1.06784452359751,7.14700493984284,8.86916874109732e-13
CHLRE_10g448450v5,13.7257802149066,8.48181531694328,2.14277054392078,3.49165492225466,0.000480037989937228
CHLRE_12g525450v5,110.017746624402,8.4581599957511,2.02677702179486,3.67981278431229,0.000233405245643922
CHLRE_06g253000v5,74.7385953727986,8.45683408446719,1.28670695198148,5.79528545562292,6.8205069546672e-09
CHLRE_02g081850v5,13.2672930472647,8.41910183367913,1.15512996229432,6.42274209470186,1.33841147890415e-10
CHLRE_02g141946v5,13.0001683422581,8.40438804705737,2.16756714134079,3.41599016973344,0.000635505410745195
CHLRE_09g395547v5,11.8772716025247,8.21821539437326,2.00037014023775,3.60843988278857,0.000308043874211084
CHLRE_06g279216v5,11.8254939170053,8.17040443763449,1.75570995782571,4.08404839630482,4.42578070222737e-05
CHLRE_12g488450v5,40.6613125174619,8.12805096251134,1.26864924809919,5.61861442253741,1.92494896301395e-08
CHLRE_01g009400v5,116.924475844541,8.10877157136168,1.43782146396527,4.94412675670933,7.6485927665436e-07
CHLRE_09g413350v5,117.943908559983,7.79306024958523,1.07387792792656,6.3257285329453,2.52040578276159e-10
CHLRE_11g467558v5,10.2258673087722,7.72832282107673,1.9128147596153,3.51749838151077,0.000435635007187424
CHLRE_14g616050v5,42.0400038381166,7.72448792818796,1.09638902136679,6.13330469125369,8.60720714250143e-10
CHLRE_09g399250v5,107.389115730765,7.55783527998376,1.82353446409861,3.59622228649533,0.000322871929665734
CHLRE_02g108550v5,13.0746400976736,7.50582362754944,1.64474632112858,3.95551796892626,7.63690075008648e-05
CHLRE_06g249500v5,81.5937405834083,7.4429167917159,1.68310311931067,3.82799884201668,0.000129189364170712
CHLRE_02g081900v5,11.7505019776429,7.40111273085221,1.80132468233707,3.55355855255773,0.000380056582955231
CHLRE_15g636550v5,18.6113447896926,7.34361971333439,1.18392842460246,5.35811082960056,8.40966501127251e-08
CHLRE_08g363100v5,10.3576418269054,7.20273820022412,1.69364795901242,3.66235389545829,0.000249908289601443
CHLRE_13g568350v5,12.1893004667225,7.09094551346774,1.10557646333722,5.50929376253362,3.60276226222038e-08
CHLRE_06g249600v5,20.8242696658906,6.77021693764482,1.3816494274128,4.17632492234288,2.96256565455266e-05
CHLRE_16g691750v5,101.867921515365,6.70613500421592,1.01859816910242,5.60194900923895,2.11954913963508e-08
CHLRE_17g714300v5,29.8440154528076,6.68022428547817,1.4995179972379,3.78803341869927,0.000151844428998723
CHLRE_14g615350v5,20.2388599992725,6.63812229503346,1.27511886840312,4.42164447154194,9.79525362339944e-06
CHLRE_05g241202v5,9.74962284212341,6.49949715429574,1.23604363188182,4.44927429133144,8.61609228110564e-06
CHLRE_03g168900v5,23.9082438900256,6.44680000130953,1.42851070332659,3.81292207935544,0.000137333419773282
CHLRE_12g506750v5,22.9464330814964,6.42042805943746,1.34717720100036,4.02354497642366,5.73286298132219e-05
CHLRE_06g266450v5,8.00964442613101,6.41003197151529,1.481545658873,3.65161339383267,0.00026059798793939
CHLRE_01g011150v5,45.8011684340291,6.38880083060361,1.50923604283687,3.57054872641023,0.000356234176003764
CHLRE_06g284150v5,40.3042145292941,6.3752765641452,1.43484277779054,3.74624777525966,0.000179499304216026
CHLRE_11g481750v5,21.171852484039,6.35181330098916,1.02530250293838,5.21974079420618,1.79173720720051e-07
CHLRE_10g452250v5,28.8497630882007,6.34297923730335,1.43066608449759,3.73460956067862,0.000188006632766996
CHLRE_06g302426v5,7.22377055851281,6.23615664794761,1.39644257758339,3.74963978612641,0.000177088761751673
CHLRE_16g673250v5,22.8481016411962,6.22814387887886,1.12980332352702,4.62748141203695,3.70139441001904e-06
CHLRE_17g730550v5,9.55301722898049,6.22410889941496,1.25166310980996,4.17373401714151,2.99647567247508e-05
CHLRE_07g343466v5,7.06152925721286,6.21056684120344,1.49622005716203,3.48248696190227,0.000496779411247372
CHLRE_17g717950v5,74.8426972848943,6.14946672637596,1.25318043162687,4.10911836509525,3.97172479790763e-05
CHLRE_06g260700v5,425.797306232396,6.14480914095504,0.729327229111419,7.05418491946784,1.73615369364379e-12
CHLRE_03g145787v5,65.7781104455068,6.13395437035527,0.863524875735558,5.94534623682048,2.75873106970081e-09
CHLRE_11g467674v5,17.5062935601069,6.11799029933249,0.859579922896016,5.9540598413344,2.61571089219699e-09
CHLRE_10g442800v5,178.540655141804,6.0908318589251,0.940577582490369,5.41245289457792,6.21672118599642e-08
CHLRE_12g488800v5,257.282158280323,5.9931020137464,0.678774759312538,7.35605139295898,1.89430108569565e-13
CHLRE_07g334150v5,104.86992882494,5.91277882640148,1.06744691394377,4.60236360443522,4.17723118599786e-06
CHLRE_13g587300v5,18.9441852757561,5.90624905276368,1.10303526016351,4.44795305277585,8.66924707874874e-06
CHLRE_10g433476v5,24.4590304870684,5.81798225610368,1.32371319178263,3.63974785928919,0.000272905137428604
CHLRE_10g463350v5,327.854630191215,5.77497306352688,0.774564654853311,6.16471850814207,7.06086331432806e-10
CHLRE_01g012700v5,35.8596032808505,5.74128310247225,1.0488082360602,4.52063870158256,6.16533341933845e-06
CHLRE_03g159254v5,58.3918863593237,5.71657792679843,1.05711124572494,4.46176118726646,8.12887885056961e-06
CHLRE_09g410850v5,11.3846433369261,5.65626843758216,1.20575197578483,3.86171329684232,0.000112594651174637
CHLRE_03g170850v5,17.2265360704235,5.6356051658244,1.16493156051158,3.9792939971415,6.91202228122811e-05
CHLRE_09g398051v5,18.5393742731178,5.60424940297378,1.14767307082375,4.01181270173835,6.02542974403969e-05
CHLRE_08g359600v5,141.195602203434,5.41981628362796,0.750200336315774,5.891514665714,3.82671690404287e-09
CHLRE_11g467721v5,121.283427486913,5.34563093730569,0.755245493676098,5.75393163374424,8.71914291585282e-09
CHLRE_03g144564v5,143.371176341613,5.20058678933994,0.717945118249715,5.85084664908731,4.89076998822874e-09
CHLRE_16g661200v5,57.6465252085619,5.17547378290021,1.0874357872735,3.83974284437452,0.000123163249330239
CHLRE_12g510350v5,7.40434756407985,5.16403064395673,1.1167178493535,3.72881175524097,0.000192384796011087
CHLRE_01g010832v5,27.3121147847335,5.15758630304161,1.05096228314871,3.9559805044434,7.62213771687838e-05
CHLRE_02g087900v5,30.8863738533193,5.09668862292555,1.11006926303795,3.69048018833892,0.000223831122053208
CHLRE_09g402515v5,56.3741163823009,5.08466792206653,1.02751327354109,3.97529455555319,7.02922016927536e-05
CHLRE_17g697300v5,31.5534581889012,5.05543635172854,0.841645655992844,4.81846050395705,1.44670155915076e-06
CHLRE_03g201550v5,64.6509668424664,5.0149944329617,0.866611917683081,4.63297855826392,3.60441883215767e-06
CHLRE_12g551350v5,180.277849509334,4.94185429657817,1.01553876838778,3.88153994636369,0.000103797097734141
CHLRE_13g584200v5,223.102074536092,4.92023754105917,0.770345831402665,5.08893198515932,3.60085722492625e-07
CHLRE_03g149350v5,99.8957996542397,4.91655348062199,0.969166417194193,4.04115682419196,5.31881731490201e-05
CHLRE_16g662951v5,21.7891972522141,4.90639045036302,0.796868341012441,4.90217800019494,9.47798937755986e-07
CHLRE_04g224867v5,29.5967077936959,4.89857089686491,1.01043216043816,3.8583202806751,0.000114168973704232
CHLRE_02g086000v5,31.8474502234386,4.74292040440906,0.898364116184363,4.16637345256669,3.09483561883715e-05
CHLRE_01g037600v5,34.3738339276232,4.63963502228082,0.851950353965925,4.27212102834151,1.93622433300702e-05
CHLRE_10g439450v5,52.0779101795077,4.53434187153645,0.983293712715559,3.59439079680035,0.000325151485707937
CHLRE_16g668850v5,64.9858045086805,4.50707507166264,0.828453539760335,4.23327911988548,2.30308372515787e-05
CHLRE_05g239350v5,43.3905715290035,4.41439098444033,0.857703468000054,3.98085248786719,6.86685549603459e-05
CHLRE_06g300500v5,107.417320641801,4.34922985879146,0.85221481513199,3.93003008082268,8.49352351648193e-05
CHLRE_03g170250v5,29.7212146721425,4.31046420176482,0.799609673399772,4.14010024127075,3.47154088606268e-05
CHLRE_17g707600v5,24.5467859632859,4.28583667771514,0.862826739812939,3.80822304884468,0.000139968993642907
CHLRE_02g090050v5,31.067026258857,4.28213458798973,0.907664822748142,3.61602047995249,0.000299166717542891
CHLRE_06g254300v5,25.400771378451,4.23911784031389,0.91242868174901,3.54999563813022,0.000385237534170906
CHLRE_17g735450v5,91.9392865867245,3.96698631991809,0.730809117923579,4.05986494578512,4.91011081307137e-05
CHLRE_08g382250v5,20.0896263302037,3.88322143057302,0.800408467398707,3.60218756798434,0.000315550542297809
CHLRE_14g614850v5,106.849337554704,3.7926259252821,0.769068145426513,3.63118137435448,0.000282126817853551
CHLRE_03g203500v5,20.9619734673453,3.65653094996478,0.765935427822234,3.46834844487874,0.000523667808585467
CHLRE_07g335200v5,2787.15104301434,3.50653970045047,0.709769547995078,3.53148385631761,0.000413235085477869
CHLRE_12g537371v5,273.83230771224,3.46899172905694,0.659935033712857,3.74126482597258,0.00018309646086933
CHLRE_05g241350v5,30.5632514756507,3.36831135848567,0.486207870297525,4.87098523731513,1.11043137472878e-06
CHLRE_03g149400v5,115.358874766982,3.34902158386281,0.530058112076386,4.43163028797169,9.3523275198544e-06
CHLRE_01g025983v5,39.0269728633176,3.33881737820813,0.570688631123693,4.09823720091106,4.16308543879317e-05
CHLRE_10g447700v5,46.8469623867144,3.19942984370317,0.434737605361564,5.05921230778722,4.20991924602134e-07
CHLRE_07g331450v5,25.634132796975,3.03442741910537,0.469915446463697,4.3293478314349,1.49551564831442e-05
CHLRE_17g707551v5,126.860182724389,2.9725905307688,0.42843088511609,4.60422112246716,4.14012391176036e-06
CHLRE_03g179200v5,60.0709088335504,2.94893542795185,0.485824799584109,4.01160136250814,6.0308273028234e-05
CHLRE_09g403850v5,62.2225890900094,2.87807273551308,0.500682319286222,3.75102667533872,0.000176111959875026
CHLRE_16g676150v5,106.108217042054,2.77405746237583,0.433461179733869,4.0927712683868,4.2624813543887e-05
CHLRE_03g149050v5,24.2247530165071,2.7209868394872,0.503646305999913,3.41705442685705,0.000633026227568006
CHLRE_06g264100v5,78.0170659170334,2.70946363129512,0.336017616988003,5.0874226375939,3.6296236803609e-07
CHLRE_11g467628v5,53.2866310286872,2.70553892665523,0.495886756498815,3.43937180072544,0.000583065864483648
CHLRE_09g392319v5,341.672307217847,2.48492299355328,0.404729424648923,3.66892769123806,0.00024356995205569
CHLRE_17g720600v5,75.8209973844339,2.47290488531499,0.362538404273934,4.06275547073368,4.84968252558275e-05
CHLRE_03g177711v5,84.1492525406486,2.33803383934579,0.295114434517484,4.5339491493647,5.78909717601479e-06
CHLRE_03g162850v5,265.112321829501,2.33795078803976,0.384730418543915,3.47763193017982,0.000505864037848101
CHLRE_07g332950v5,247.193320515724,2.3015973521968,0.369944953465494,3.51835412269844,0.000434232481860875
CHLRE_03g146127v5,79.8054874987557,2.27775377363232,0.299219754401021,4.27028548362435,1.95222914124684e-05
CHLRE_07g321400v5,2670.86325851518,2.17235068576447,0.21218354207473,5.52517256664317,3.29161917219648e-08
CHLRE_04g230536v5,152.834980145072,2.11491405303785,0.31045196442697,3.59126106705671,0.000329081788050679
CHLRE_10g433050v5,271.983711270577,2.03784657011019,0.260482015470669,3.98433100356235,6.76704944863227e-05
